(0, 1, 2, 6)
(0, 1, 2, 3)
(0, 1, 2, 3)
(0, 1, 2, 6)
(0, 1, 2, 6)
(0, 1, 2, 6)
(0, 1, 2, 6)
(0, 1, 2, 5)
(0, 1, 2, 6)
(0, 1, 3, 5)
(0, 1, 2, 5)
(0, 1, 3, 5)
(0, 1, 3, 5)
(0, 1, 3, 5)
(0, 1, 3, 5)
(0, 1, 3, 5)
(0, 1, 3, 5)
(0, 1, 3, 5)
(0, 1, 3, 8)
(0, 1, 7, 8)
(0, 1, 3, 5)
(0, 1, 3, 5)
(0, 1, 3, 5)
(0, 1, 3, 5)
(0, 1, 3, 6)
(0, 1, 3, 8)
(0, 1, 3, 8)
(0, 1, 8, 9)
(0, 1, 8, 9)
(0, 1, 8, 9)
(0, 1, 8, 9)
(0, 1, 8, 9)
(0, 1, 8, 9)
(0, 1, 8, 9)
(0, 1, 6, 8)
(0, 1, 6, 8)
(0, 1, 6, 8)
(0, 1, 6, 8)
(0, 1, 6, 8)
(0, 1, 6, 8)
(0, 1, 6, 8)
(0, 1, 6, 8)
(0, 1, 6, 8)
(1, 6, 7, 8)
(1, 6, 7, 8)
(0, 1, 6, 7)
(1, 6, 8, 9)
(1, 6, 8, 9)
(1, 6, 8, 9)
(1, 2, 6, 7)
(1, 2, 6, 7)
(1, 2, 6, 7)
(1, 2, 6, 7)
(1, 2, 6, 7)
(1, 2, 6, 7)
(1, 2, 6, 7)
(1, 2, 6, 7)
(1, 2, 6, 7)
(1, 2, 6, 7)
(1, 2, 6, 7)
(1, 2, 6, 7)
(1, 2, 6, 7)
(1, 2, 6, 7)
(1, 2, 6, 7)
(1, 2, 6, 7)
(1, 2, 6, 7)
(1, 2, 6, 7)
(1, 2, 6, 7)
(1, 2, 6, 7)
(1, 2, 6, 7)
(1, 2, 6, 7)
(1, 2, 6, 7)
(1, 2, 6, 7)
(1, 2, 6, 7)
(2, 3, 7, 8)
(1, 2, 6, 7)
(1, 2, 3, 6)
(1, 2, 6, 7)
(1, 2, 3, 6)
(1, 3, 6, 8)
(1, 3, 6, 8)
(1, 3, 6, 8)
(1, 3, 6, 8)
(1, 3, 6, 8)
(1, 3, 6, 8)
(1, 3, 6, 8)
(1, 6, 7, 8)
(1, 6, 7, 8)
(1, 6, 7, 8)
(1, 3, 6, 7)
(1, 2, 6, 7)
(1, 2, 6, 7)
(1, 2, 6, 7)
(1, 2, 6, 7)
(1, 2, 6, 7)
(1, 6, 7, 8)
(1, 3, 6, 7)
(1, 3, 6, 7)
(1, 3, 6, 7)
(1, 3, 6, 7)
(1, 3, 6, 8)
(1, 3, 6, 8)
(1, 3, 6, 8)
(1, 3, 6, 8)
(1, 3, 6, 8)
(1, 6, 7, 8)
(1, 6, 7, 8)
(1, 6, 7, 8)
(1, 6, 7, 8)
(1, 3, 6, 8)
(1, 3, 6, 8)
(1, 3, 6, 8)
(1, 3, 6, 8)
(1, 3, 6, 8)
(1, 3, 6, 8)
(1, 3, 6, 8)
(1, 3, 6, 8)
(0, 1, 3, 8)
(1, 3, 6, 8)
(0, 1, 3, 8)
(1, 3, 6, 8)
(1, 3, 6, 8)
(1, 3, 6, 8)
(3, 6, 7, 8)
(0, 1, 6, 7)
(0, 1, 6, 7)
(0, 3, 7, 8)
(3, 6, 7, 8)
(3, 6, 7, 8)
(3, 6, 7, 8)
(3, 6, 7, 8)
(3, 6, 7, 8)
(3, 6, 7, 8)
(0, 1, 3, 8)
(0, 1, 3, 8)
(0, 1, 3, 8)
(3, 6, 7, 8)
(3, 6, 7, 8)
(3, 6, 7, 8)
(3, 6, 7, 8)
(0, 3, 7, 8)
(0, 3, 7, 8)
(0, 3, 7, 8)
(0, 3, 7, 8)
(0, 3, 7, 8)
(0, 3, 7, 8)
(0, 3, 7, 8)
(0, 3, 7, 8)
(0, 3, 7, 8)
